Customers 150
Drones 45
Coordinate X 		 Coordinate Y 		 Demand
4.4885669562	2.3455468077	1.6421995935
2.4584155123	-0.9034043700	1.7539575951
6.8817486875	2.7411093971	0.2205552957
8.2168907418	-3.9968174678	2.0151647200
2.9767679811	-1.3603231260	0.7704782808
-2.0167513749	4.0172615294	1.0047963138
-0.6904558707	9.3510485880	0.0009516879
-0.3069942031	9.5639329004	1.1847647942
-4.0454190166	-1.1141104588	0.3150574947
8.8400870147	6.5976584883	0.0282088498
1.7023684791	3.7333853782	2.2768194372
1.5723161670	-3.9080504352	1.9642569374
-3.5793775402	5.5668725612	1.1046879988
-4.2089382035	-3.4101551106	1.1316592515
-1.5100105602	7.3930737714	1.5373703527
-9.3543448257	-3.1691900630	0.8494916498
0.2048376577	-3.3394385042	1.0427084449
-0.1867893434	6.4696710516	1.3381334614
-0.9702405796	3.8430731359	1.9653081939
-1.0455314054	5.9032198198	0.3487239822
-2.3975857165	-9.9866915040	1.3336231633
-7.2637063418	1.2201069376	3.6198004089
-9.6266650582	1.9228271745	1.9484542375
-8.1885578602	-4.7103485265	2.1208125637
-0.2266822260	-1.8963231347	2.2897581408
-4.8537636877	-8.9948072983	1.9612436708
9.7990293029	-5.4926270748	0.6388991179
-1.9132419319	7.6976063841	1.8809961600
9.9074512624	3.1968591701	4.4784386731
-8.4458026205	-3.2653874753	0.8477899372
7.1097837575	2.6070701064	0.1111120034
2.7599745125	7.3215007986	2.3242491973
9.1554430695	2.8897220290	2.3865826108
-7.1687387464	-1.4811048358	0.6863907787
6.6967665881	-5.1420412960	2.1999558345
-8.2624693408	-1.5068171823	3.3515427107
7.3250579943	-3.9535255506	1.5720286329
-4.0912461152	-2.9847604200	2.8102969451
-0.6314024548	-7.5972595203	0.9376593770
-1.0641238655	2.2230651012	2.1017160093
8.3432331495	-0.8750383498	0.1860665378
-9.2558125432	-2.3360354072	2.3611287301
-6.0538051820	9.1623842508	2.0383164422
5.6302259428	0.6318912185	0.2808457111
0.4837372986	2.8935845184	1.4827028223
4.5528256226	7.8155851078	0.0794618680
-1.3767484561	-2.5016413328	0.6137211520
2.0689414025	-0.7268779186	1.3026336989
1.3604606988	-0.4611566403	1.3453414439
-6.6951228031	-3.2514894163	2.0640770392
2.0923312729	9.2654881644	2.3006378368
1.3535336520	-2.6540523221	2.2262927808
7.6863218885	-9.8364930152	1.1539867433
-9.5116869102	8.5773718546	1.8042231712
4.4365932682	2.2554343272	1.6050126191
-4.4157059528	-4.2010727675	0.5000424351
-0.2021923374	2.6754063880	0.2325240690
3.1373090136	-1.9480289085	2.4022844673
7.7871412333	2.0308019191	1.0466037384
4.2715489183	-6.6757512936	0.5075107978
-9.0548676227	-9.9331459410	1.6260790936
5.1263129219	-0.7531443535	1.3477218567
-3.2540037884	9.1498715154	0.1315692299
5.0125400255	0.2426191105	0.6317150209
-8.6519761147	-0.9153136025	4.4259468368
-2.2702638641	-2.8584804937	1.4335918545
-1.4253044050	1.7819550133	0.1254733450
-3.5660709241	0.2787765404	1.1708426160
-2.9828655359	-0.7090640667	0.1196462075
7.4472724805	-7.9087713709	4.3444624165
-6.8514825020	3.7133762554	1.0432348433
3.3999267471	-9.7723735322	0.7662703644
