Customers 200
Drones 61
Coordinate X 		 Coordinate Y 		 Demand
6.7704747786	-7.6903260331	1.7623982238
-1.8008384386	-13.9725966675	0.8281226339
11.7574164602	5.8618196241	0.0688241444
10.3940762003	1.0416671289	1.3034487801
11.1963020988	14.6872997387	0.5497143130
1.2002883756	-7.5319804426	0.8553877219
-0.2443913283	6.7109827629	1.6026795251
-6.5878662472	-6.8315852958	0.0025153590
-10.2425553202	-9.1567969958	1.5581560057
-5.7208631824	-6.8461740706	2.4896137382
-10.8395979426	1.2879161967	1.4230780969
-5.0612390672	-12.1503814916	0.8578275884
-4.8331981409	10.8492733364	2.2956826130
10.6102594471	-5.2851984671	1.5115817743
3.1027657368	-13.6774618468	0.2967815677
-0.0519257707	-9.9488962730	0.3188197991
7.7195533757	-3.4447034909	3.6982329783
-10.5467781461	-4.6622021740	0.8301942580
11.5645972316	-8.7351077395	1.5749512188
-13.6589087661	9.9282277860	1.9797000420
2.5706865838	-13.8019779972	0.8772590258
-9.2358876247	4.4439636950	0.0644156452
-9.4882836225	-12.2815644706	0.5460533183
5.7877086482	-13.2974736416	2.0778782358
-10.5265393070	-12.5913289285	3.9797662282
11.0179924723	9.5146173850	1.0206883266
-9.0122036271	4.7717647728	1.2184950258
-6.7203775980	-2.8132016904	0.7443478048
9.9788096001	13.6188806774	1.8633778835
-14.7577214003	-4.9344532464	2.5206762902
-6.8307611037	-14.7712201013	2.3884127824
10.3941789319	13.9586315975	0.2560201536
-12.9043218288	-11.1349120139	1.5121921445
-9.7389263231	-1.2302476232	4.8814355907
10.3809796561	-2.2627170412	2.1200343916
7.2691725944	8.1823609584	1.5400122966
12.4123029273	-14.0086528469	1.4860918683
4.1504197709	9.7286274725	0.4195206665
8.0732335378	9.8160203282	0.1654940081
-11.7114288909	-7.9205334532	3.6814477981
5.6784234967	3.2505898007	1.6640466458
-13.0954978325	-6.1084260296	1.9894289953
12.7591786781	-13.2198429353	2.0741004245
-3.5208133093	-13.9525907200	0.6738515272
-8.1515628689	14.3043168915	0.0121539141
-2.6872150634	1.6240558458	1.7752136317
5.9135765593	1.5651894824	1.2410582662
-8.3817221076	-14.5730955475	0.1948947436
-9.4145155648	6.6207342931	3.2416760765
1.0480831341	12.4240917305	0.3131602600
7.8323310311	10.4492979505	0.1456425217
-2.9479055438	1.9176325038	0.6028973129
13.2264808418	-6.7286816028	0.7395995627
14.9655754382	11.7871847862	1.1313211463
6.4529829061	-0.3258656687	2.0288260553
-9.7746448902	14.6423853731	2.4586802898
2.2080761717	13.1258281132	1.9074975168
2.6127511869	-14.7803121675	0.6021884676
-13.8638565185	7.9640487484	1.7603602312
1.9216674762	-4.1403473105	2.2900122045
-2.0464405089	14.4457460216	2.1193286237
-14.0497008087	-5.5993911336	0.4406409845
11.4078649765	9.9437532293	2.1453089308
-10.7851181760	-3.6753542156	1.8595689952
8.2206996551	-3.1238376748	1.2653264788
-1.7160712851	-9.5081481640	1.8982512894
-9.3370514453	5.4544215500	1.9200352710
7.1313829073	5.2987561755	0.6848465356
14.9105172890	6.8360955607	0.5016875495
13.4071322292	9.5968955718	0.5398576205
4.8291910502	-0.2317713651	1.6876418273
4.0233205636	-9.7925449987	0.5600265601
13.3370040789	1.3072462726	1.9994875233
-14.0451147485	-14.6320875591	1.5472836389
-14.0074338507	9.7013279476	1.5428637447
5.6527775064	10.9466291631	0.8297955553
8.9577721602	-14.9788027174	1.0080512248
-12.0317205342	3.7613211363	1.7745352345
-9.0166534886	-9.3747373750	1.6364149432
12.9868745363	3.8373508177	0.6651169376
-13.4343558916	-13.9549584439	1.4827755230
6.6700987386	-5.0582234925	0.8374735756
4.9231607926	-0.6231822674	1.9287878817
-11.2961879482	0.2290920709	1.3449507126
-13.0588211603	4.7654530895	1.5274051750
-11.5486697959	-12.6653966403	1.5174318746
9.7329907134	8.0663089441	0.0944547868
7.4098503193	14.7513707874	0.0159594053
5.9661376673	11.2711965692	2.4007620331
-5.9313880135	8.8266596955	3.0825220496
2.6021025839	13.7843092132	2.3498284197
14.5672273844	8.2138353420	0.5140844939
1.1978858202	6.1340679812	2.3379273362
0.0526209099	10.1156403489	1.3044849013
